country_region_code,country_region,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-01,-33,21,-35,-26,-46,21
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-02,-26,27,-25,-14,-9,14
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-03,-22,26,-17,-10,-7,11
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-04,-22,34,-21,-6,-8,11
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-05,-28,23,-32,-14,-9,13
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-06,-27,25,-35,-15,-8,14
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-07,-27,26,-34,-16,-10,14
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-08,-29,28,-38,-19,-7,15
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-09,-28,19,-41,-20,-2,14
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-10,-28,7,-39,-27,-10,14
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-11,-20,26,-26,-18,-45,17
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-12,-21,29,-24,-10,-8,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-13,-24,24,-29,-15,-10,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-14,-26,21,-31,-20,-15,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-15,-30,19,-35,-23,-14,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-16,-30,12,-34,-24,-13,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-17,-27,5,-27,-24,-19,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-18,-28,13,-33,-20,-16,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-19,-28,16,-31,-20,-17,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-20,-30,12,-38,-22,-15,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-21,-25,22,-31,-18,-15,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-22,-28,19,-37,-20,-13,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-23,-25,18,-30,-17,-11,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-24,-23,8,-24,-19,-15,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-25,-23,18,-23,-14,-24,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-26,-23,20,-20,-17,-25,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-27,-23,20,-22,-18,-24,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-28,-21,27,-18,-17,-25,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-29,-22,36,-22,-17,-22,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-30,-22,29,-26,-16,-16,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-01-31,-20,25,-22,-16,-13,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-01,-22,34,-28,-16,-14,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-02,-21,37,-26,-17,-13,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-03,-24,29,-30,-23,-13,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-04,-25,30,-29,-24,-14,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-05,-27,32,-35,-26,-10,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-06,-27,18,-37,-28,-10,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-07,-24,15,-30,-28,-14,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-08,-26,25,-35,-23,-14,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-09,-23,34,-31,-22,-13,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-10,-22,33,-28,-21,-12,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-11,-22,34,-28,-22,-13,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-12,-24,37,-31,-23,-10,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-13,-22,27,-26,-24,-10,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-14,-19,19,-16,-24,-13,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-15,-23,30,-31,-22,-13,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-16,-23,32,-29,-24,-14,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-17,-22,33,-29,-22,-12,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-18,-21,37,-27,-20,-12,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-19,-22,41,-28,-21,-9,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-20,-21,32,-22,-21,-7,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-21,-27,12,-38,-31,-14,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-22,-21,36,-28,-19,-10,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-23,-20,37,-27,-21,-11,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-24,-21,36,-28,-20,-10,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-25,-21,39,-28,-19,-10,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-26,-22,43,-33,-20,-7,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-27,-19,37,-27,-19,-4,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-02-28,-18,26,-23,-20,-10,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-01,-19,41,-30,-15,-8,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-02,-17,46,-25,-16,-9,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-03,-17,43,-26,-16,-9,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-04,-17,46,-26,-15,-9,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-05,-21,46,-32,-17,-5,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-06,-18,39,-27,-18,-4,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-07,-18,26,-24,-21,-9,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-08,-18,40,-30,-15,-8,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-09,-17,45,-25,-16,-8,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-10,-17,44,-24,-14,-7,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-11,-17,47,-24,-14,-8,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-12,-18,51,-24,-12,-5,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-13,-17,39,-17,-11,-5,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-14,-14,31,-5,-10,-12,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-15,-16,42,-16,-9,-20,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-16,-15,44,-12,-11,-20,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-17,-15,44,-12,-11,-19,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-18,-13,50,-10,-9,-19,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-19,-16,52,-15,-11,-17,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-20,-21,33,-28,-16,-13,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-21,-15,32,-10,-11,-10,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-22,-16,47,-21,-10,-8,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-23,-16,48,-19,-13,-10,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-24,-17,45,-21,-14,-8,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-25,-18,47,-22,-13,-8,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-26,-19,51,-24,-15,-5,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-27,-19,39,-20,-17,-3,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-28,-18,29,-18,-18,-9,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-29,-20,41,-26,-15,-7,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-30,-17,45,-24,-12,-6,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-03-31,-15,48,-23,-14,-7,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-01,-13,57,-18,-9,-6,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-02,-14,61,-19,-10,-3,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-03,-14,49,-12,-12,-3,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-04,-12,40,-3,-12,-9,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-05,-13,53,-18,-9,-10,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-06,-14,53,-18,-11,-7,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-07,-14,53,-20,-10,-8,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-08,-13,56,-19,-8,-7,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-09,-16,58,-22,-11,-4,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-10,-15,48,-16,-12,-4,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-11,-10,45,-6,-10,-8,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-12,-11,59,-20,-4,-5,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-13,-12,66,-22,-11,-6,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-14,-50,32,-44,-32,-19,13
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-15,-50,32,-42,-33,-18,14
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-16,-51,36,-41,-34,-15,15
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-17,-49,26,-41,-38,-18,16
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-18,-50,20,-37,-40,-29,16
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-19,-47,30,-38,-30,-17,13
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-20,-47,36,-36,-30,-17,13
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-21,-46,36,-36,-30,-17,13
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-22,-46,37,-35,-30,-17,13
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-23,-47,43,-37,-30,-14,14
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-24,-46,33,-38,-33,-15,14
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-25,-47,25,-35,-37,-27,14
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-26,-46,35,-38,-29,-17,12
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-27,-45,38,-35,-30,-17,13
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-28,-45,39,-35,-30,-17,13
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-29,-43,43,-33,-29,-17,13
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-04-30,-45,51,-38,-28,-13,13
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-01,-40,45,-31,-29,-34,15
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-02,-40,38,-28,-29,-25,12
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-03,-40,48,-31,-23,-14,11
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-04,-40,51,-30,-24,-13,12
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-05,-40,48,-31,-24,-14,12
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-06,-39,52,-28,-22,-14,12
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-07,-41,58,-31,-23,-10,13
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-08,-40,42,-35,-24,-12,12
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-09,-37,44,-28,-24,-17,12
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-10,-34,56,-23,-17,-26,11
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-11,-32,67,-19,-15,-27,12
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-12,-25,88,-13,-8,-34,12
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-13,-32,27,-7,-24,-70,11
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-14,-24,38,-1,-27,-64,13
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-15,-21,30,-2,-20,-39,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-16,-18,29,-5,-11,-17,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-17,-13,55,-15,-8,-9,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-18,-13,57,-14,-9,-8,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-19,-13,57,-14,-10,-7,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-20,-11,62,-12,-10,-5,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-21,-4,73,-4,-5,0,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-22,-7,57,-3,-6,2,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-23,-4,49,3,-8,-4,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-24,-6,60,-10,-4,-4,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-25,-5,62,-8,-6,-4,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-26,-4,64,-9,-5,-5,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-27,-2,73,-8,-4,-5,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-28,0,85,-3,-1,-1,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-29,0,71,0,-1,0,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-30,0,61,5,-3,-7,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-05-31,1,76,-4,2,-5,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-01,4,83,1,3,-5,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-02,4,82,2,3,-6,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-03,3,83,0,3,-4,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-04,3,92,1,3,0,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-05,3,77,8,4,0,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-06,3,63,18,0,-6,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-07,3,78,1,5,-4,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-08,3,77,0,2,-4,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-09,3,78,3,2,-5,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-10,5,82,5,3,-4,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-11,2,86,3,2,-1,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-12,-1,69,8,2,-2,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-13,-1,57,18,-2,-9,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-14,1,72,2,3,-7,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-15,1,74,2,5,-7,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-16,1,72,1,4,-9,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-17,1,74,0,2,-11,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-18,-2,78,-2,1,-7,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-19,-3,64,1,2,-5,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-20,-2,54,15,-1,-13,1
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-21,1,69,1,5,-12,1
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-22,2,72,5,4,-12,1
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-23,3,72,5,4,-12,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-24,5,77,8,6,-12,1
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-25,3,83,8,5,-9,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-26,0,66,12,4,-7,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-27,1,55,23,1,-11,1
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-28,6,74,10,9,-12,0
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-29,4,72,10,5,-13,1
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-06-30,8,81,15,9,-12,0
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-01,13,92,21,14,-11,1
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-02,10,94,17,11,-7,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-03,5,78,20,10,-6,1
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-04,8,71,35,11,-9,0
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-05,13,88,25,17,-10,0
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-06,13,88,22,14,-11,1
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-07,14,91,25,17,-12,1
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-08,15,96,30,18,-12,0
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-09,12,100,25,16,-8,1
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-10,8,80,28,15,-3,0
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-11,10,71,38,13,-4,0
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-12,17,97,36,22,-12,0
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-13,19,103,39,23,-13,0
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-14,22,105,37,25,-14,0
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-15,23,112,37,27,-13,0
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-16,21,122,34,28,-9,0
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-17,15,105,33,29,-6,0
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-18,19,109,42,28,-2,0
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-19,25,134,43,34,-31,1
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-20,23,149,45,25,-42,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-21,-36,20,-2,-33,-79,15
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-22,-13,47,38,-14,-72,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-23,-3,71,48,-3,-51,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-24,-8,51,41,-3,-41,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-25,1,58,45,6,-22,1
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-26,15,86,56,15,-32,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-27,15,89,58,13,-31,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-28,15,90,56,13,-30,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-29,18,97,58,17,-30,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-30,9,91,55,2,-50,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-07-31,5,77,44,9,-22,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-01,9,73,51,11,-13,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-02,20,99,56,21,-27,2
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-03,12,95,47,14,-29,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-04,12,96,49,12,-29,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-05,13,100,52,13,-28,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-06,8,101,43,8,-26,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-07,2,80,38,8,-17,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-08,5,71,49,6,-14,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-09,16,98,53,15,-30,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-10,11,89,56,3,-51,10
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-11,14,99,51,11,-29,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-12,14,98,52,11,-29,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-13,8,99,45,7,-26,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-14,-1,73,41,3,-23,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-15,3,66,51,4,-11,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-16,15,93,53,14,-29,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-17,15,96,54,12,-29,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-18,14,99,50,13,-26,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-19,13,101,48,13,-27,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-20,7,95,51,2,-45,10
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-21,1,74,42,4,-23,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-22,5,66,44,6,-8,3
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-23,14,92,39,14,-24,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-24,12,93,37,10,-25,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-25,13,92,38,10,-23,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-26,13,94,36,9,-23,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-27,8,96,28,5,-19,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-28,2,74,25,5,-10,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-29,5,66,31,3,-5,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-30,13,91,26,11,-20,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-08-31,13,93,24,10,-19,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2021-09-01,15,98,25,13,-18,4
