country_region_code,country_region,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-07-18,-14,39,-39,8,-8,1
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-07-19,-6,67,-24,27,-32,2
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-07-20,-13,71,-25,26,-43,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-07-21,-61,-27,-67,-29,-78,18
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-07-22,-43,-11,-53,-26,-69,12
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-07-23,-37,3,-48,-21,-50,9
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-07-24,-38,-6,-50,-22,-45,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-07-25,-31,-2,-50,-16,-27,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-07-26,-16,30,-22,2,-35,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-07-27,-15,31,-18,6,-35,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-07-28,-16,31,-21,4,-33,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-07-29,-16,35,-25,-4,-34,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-07-30,-24,22,-33,-11,-48,12
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-07-31,-27,19,-39,-10,-29,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-01,-23,12,-39,-12,-20,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-02,-9,43,-12,10,-33,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-03,-18,35,-25,7,-35,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-04,-19,32,-26,-2,-33,9
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-05,-21,35,-30,-5,-34,9
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-06,-27,25,-40,-12,-32,11
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-07,-32,14,-46,-15,-28,10
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-08,-30,6,-46,-20,-20,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-09,-16,37,-26,2,-36,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-10,-20,27,-24,-3,-49,12
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-11,-18,33,-22,2,-33,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-12,-22,31,-29,-7,-34,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-13,-31,19,-45,-12,-32,9
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-14,-38,5,-53,-21,-33,10
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-15,-36,-4,-55,-22,-18,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-16,-23,27,-33,-1,-36,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-17,-21,30,-27,4,-36,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-18,-22,31,-24,3,-31,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-19,-23,30,-29,-6,-32,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-20,-29,19,-37,-13,-44,11
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-21,-32,13,-42,-15,-34,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-22,-30,1,-44,-18,-15,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-23,-19,31,-25,1,-32,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-24,-19,31,-24,2,-33,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-25,-19,26,-26,1,-30,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-26,-21,31,-31,-7,-31,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-27,-25,25,-39,-9,-27,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-28,-29,14,-45,-14,-24,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-29,-26,6,-46,-18,-15,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-30,-14,36,-28,2,-29,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-08-31,-14,39,-27,4,-27,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-01,-13,40,-25,6,-24,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-02,-14,42,-30,0,-24,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-03,-19,33,-39,-5,-20,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-04,-22,24,-42,-7,-20,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-05,-23,12,-46,-13,-15,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-06,-10,44,-25,8,-24,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-07,-12,40,-29,9,-23,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-08,-17,33,-31,0,-22,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-09,-15,39,-29,-1,-22,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-10,-19,34,-37,-4,-19,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-11,-21,23,-42,-9,-19,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-12,-21,13,-43,-14,-15,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-13,-9,45,-23,10,-23,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-14,-7,41,-22,9,-22,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-15,-9,38,-21,5,-22,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-16,-9,42,-22,0,-23,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-17,-14,36,-32,-3,-19,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-18,-16,27,-33,-7,-18,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-19,-16,15,-34,-11,-16,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-20,-7,42,-19,7,-22,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-21,-6,42,-18,7,-22,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-22,-8,39,-19,3,-17,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-23,-8,43,-22,0,-19,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-24,-13,37,-30,-3,-16,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-25,-15,26,-32,-7,-16,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-26,-15,15,-35,-13,-14,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-27,-7,38,-22,5,-20,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-28,-6,41,-20,8,-19,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-29,-7,38,-21,6,-18,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-09-30,-6,47,-27,3,-17,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-01,-5,47,-27,5,-13,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-02,-6,38,-29,-2,-14,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-03,-4,29,-29,-3,-11,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-04,2,53,-18,18,-17,0
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-05,1,52,-15,17,-17,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-06,-2,45,-17,10,-15,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-07,-1,51,-20,6,-15,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-08,-6,45,-27,5,-10,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-09,-7,36,-26,-1,-13,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-10,-5,27,-29,-5,-10,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-11,2,51,-13,15,-14,2
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-12,2,50,-11,15,-14,2
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-13,1,50,-11,14,-12,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-14,0,49,-14,10,-11,2
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-15,-5,43,-22,7,-8,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-16,-4,38,-25,2,-10,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-17,-3,28,-24,-3,-10,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-18,10,62,-1,22,-16,1
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-19,-2,35,1,5,-51,11
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-20,1,42,-4,9,-37,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-21,-2,52,-14,7,-9,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-22,-6,48,-21,5,-4,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-23,-9,36,-26,-1,-7,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-24,-9,23,-31,-9,-9,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-25,-2,47,-16,11,-7,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-26,-1,46,-12,14,-6,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-27,-2,42,-14,10,-3,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-28,-2,49,-18,4,-2,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-29,-6,41,-21,2,3,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-30,-4,36,-21,-1,-3,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-10-31,-3,27,-23,-5,-6,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-01,2,50,-7,14,-5,2
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-02,3,51,-8,15,-2,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-03,3,46,-8,13,0,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-04,3,52,-16,7,1,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-05,-1,52,-44,8,5,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-06,-2,41,-45,0,-22,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-07,-1,32,-45,-1,-7,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-08,3,51,-37,17,0,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-09,2,51,-35,15,1,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-10,5,53,-24,14,3,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-11,4,54,-23,11,1,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-12,-1,50,-29,7,6,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-13,1,47,-27,5,-1,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-14,3,38,-21,1,-8,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-15,11,60,-8,23,-9,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-16,16,62,-2,28,-10,3
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-17,16,65,5,28,-8,2
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-18,21,69,11,15,-38,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-19,15,66,-5,17,-8,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-20,11,54,-10,13,-9,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-21,1,35,-29,4,-6,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-22,4,52,-27,16,4,2
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-23,1,44,-32,9,4,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-24,2,50,-25,9,7,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-25,1,54,-28,7,7,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-26,-2,50,-34,4,10,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-27,-2,43,-34,2,3,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-28,-5,30,-37,-6,-8,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-29,0,51,-33,12,5,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-11-30,1,52,-31,7,4,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-01,1,50,-35,5,6,4
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-02,-6,47,-44,-5,5,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-03,-5,51,-42,-3,9,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-04,-4,42,-39,-4,1,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-05,-5,30,-39,-12,-12,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-06,-2,49,-41,2,3,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-07,-3,46,-42,1,7,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-08,-1,47,-37,-1,11,5
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-09,-4,47,-43,-9,11,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-10,-8,42,-44,-9,14,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-11,-5,31,-45,-14,5,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-12,-8,23,-41,-20,-8,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-13,-7,38,-44,-9,9,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-14,-7,39,-41,-5,9,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-15,-8,36,-44,-10,12,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-16,-6,42,-45,-13,12,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-17,-11,38,-48,-14,14,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-18,-9,31,-45,-16,6,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-19,-9,19,-45,-23,-9,8
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-20,-7,39,-45,-9,8,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-21,-7,37,-46,-8,8,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-22,-6,35,-44,-10,10,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-23,-6,43,-43,-15,9,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-24,-9,41,-43,-15,9,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-25,-14,22,-54,-19,-1,9
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-26,-2,27,-33,-15,-8,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-27,6,50,-21,0,-11,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-28,10,54,-15,4,-11,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-29,10,52,-11,2,-9,7
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-30,14,64,-10,0,-10,6
MA,Morocco,ChIJTxlXcl7urw0RPqRAGHBidDE,2021-12-31,9,65,-16,-2,-10,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-01,7,72,3,-5,-17,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-02,9,66,-2,-2,-1,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-03,8,81,-11,-2,9,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-04,7,82,-13,-5,10,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-05,9,85,-11,-4,10,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-06,7,84,-16,-8,10,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-07,7,92,-11,-11,13,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-08,7,77,-8,-13,14,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-09,6,63,-3,-19,-1,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-10,8,75,-14,-13,4,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-11,4,71,-9,-25,-41,16
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-12,4,74,-16,-15,7,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-13,4,78,-15,-15,6,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-14,3,75,-18,-18,10,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-15,2,65,-13,-19,14,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-16,3,52,-7,-23,0,10
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-17,2,68,-16,-16,6,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-18,4,66,-19,-19,7,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-19,5,71,-14,-17,7,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-20,6,70,-16,-17,8,10
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-21,4,79,-14,-16,12,10
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-22,4,64,-12,-18,14,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-23,4,49,-9,-24,2,10
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-24,4,65,-17,-17,9,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-25,7,62,-20,-21,9,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-26,4,64,-17,-20,7,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-27,6,73,-15,-18,9,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-28,5,77,-15,-18,14,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-29,6,65,-15,-19,16,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-30,7,44,-17,-25,5,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-01-31,7,72,-13,-12,10,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-01,10,78,-8,-12,11,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-02,13,79,-7,-10,10,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-03,13,79,-10,-10,9,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-04,9,82,-10,-9,11,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-05,7,66,-8,-11,9,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-06,14,56,3,-12,2,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-07,15,77,4,0,-5,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-08,17,80,6,-2,-6,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-09,18,80,9,0,-6,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-10,21,87,13,3,-7,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-11,17,88,8,1,-3,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-12,15,73,8,1,2,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-13,16,63,8,1,2,4
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-14,14,76,-7,-2,13,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-15,15,74,-7,-6,14,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-16,14,78,-5,-6,13,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-17,14,81,-5,-3,15,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-18,15,90,-1,-1,20,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-19,12,75,-4,-3,19,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-20,14,63,5,-6,6,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-21,14,79,-2,0,16,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-22,14,80,-1,-2,16,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-23,15,81,1,-1,15,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-24,12,81,-5,-1,17,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-25,15,93,0,2,22,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-26,14,80,0,1,21,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-27,15,71,4,-2,8,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-02-28,16,86,4,5,16,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-01,19,92,8,6,16,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-02,20,96,13,8,15,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-03,18,98,11,8,16,5
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-04,17,102,9,10,21,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-05,18,92,12,9,21,6
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-06,15,76,5,3,8,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-07,17,91,11,10,19,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-08,19,96,16,8,20,7
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-09,20,94,16,7,19,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-10,17,97,17,9,20,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-11,14,99,14,9,23,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-12,15,92,17,8,23,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-13,15,86,20,8,12,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-14,6,75,3,4,19,10
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-15,14,91,11,6,21,10
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-16,13,92,12,6,20,10
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-17,14,94,12,7,21,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-18,15,102,16,10,24,10
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-19,15,93,20,10,24,9
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-20,16,83,18,8,13,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-21,15,91,20,12,22,8
MA,Morocco,ChIJjcVRlmGICw0Rw_8sxIGT09k,2022-03-22,14,92,19,9,22,9
